codigo,nombre,codigo_madre,nivel,orden,imputable,elemento,clasificacion_corriente_no_corriente,rubro,cuenta,subcuenta,requiere_auxiliar,tipo_auxiliar,es_regularizadora,cuenta_regularizada_codigo,tipo_regularizadora,saldo_normal,significado_saldo_normal,permite_saldo_deudor,significado_saldo_deudor,permite_saldo_acreedor,significado_saldo_acreedor,alertar_saldo_invertido,tratamiento_saldo_invertido,requiere_reclasificacion_saldo_invertido,monetaria_no_monetaria,criterio_medicion,ajustable,participa_recpam,admite_moneda_extranjera,requiere_tipo_cambio,genera_diferencia_cambio,es_cuenta_modelo,permite_copiar_modelo,uso_operativo_sistema,modulo_sugerido,presentacion_estado_contable,orden_presentacion,cuando_debitar,cuando_acreditar,errores_frecuentes,observaciones,estado
1.1.50.02,Mercaderías en Tránsito,1.1.50.00,4,111,1,ACTIVO,CORRIENTE,Bienes de Cambio,,Mercaderías en Tránsito,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,111,,,,,ACTIVA
1.1.50.03,Stock de Mercaderías,1.1.50.00,4,112,1,ACTIVO,CORRIENTE,Bienes de Cambio,,Stock de Mercaderías,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,112,,,,,ACTIVA
1.1.50.04,Materias Primas,1.1.50.00,4,113,1,ACTIVO,CORRIENTE,Bienes de Cambio,,Materias Primas,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,MATERIAS_PRIMAS,Compras,,113,,,,,ACTIVA
1.1.50.05,Materia Prima en Tránsito,1.1.50.00,4,114,1,ACTIVO,CORRIENTE,Bienes de Cambio,,Materia Prima en Tránsito,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,114,,,,,ACTIVA
1.1.50.06,Insumos o Materiales,1.1.50.00,4,115,1,ACTIVO,CORRIENTE,Bienes de Cambio,,Insumos o Materiales,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,INSUMOS_PRODUCTIVOS,Compras,,115,,,,,ACTIVA
1.1.50.07,Otros Insumos o Materiales,1.1.50.00,4,116,1,ACTIVO,CORRIENTE,Bienes de Cambio,,Otros Insumos o Materiales,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,116,,,,,ACTIVA
1.1.50.08,Materiales Diversos,1.1.50.00,4,117,1,ACTIVO,CORRIENTE,Bienes de Cambio,,Materiales Diversos,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,117,,,,,ACTIVA
1.1.50.09,Productos en Proceso,1.1.50.00,4,118,1,ACTIVO,CORRIENTE,Bienes de Cambio,,Productos en Proceso,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,118,,,,,ACTIVA
1.1.50.10,Productos Terminados,1.1.50.00,4,119,1,ACTIVO,CORRIENTE,Bienes de Cambio,,Productos Terminados,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,119,,,,,ACTIVA
1.1.50.11,Subproductos,1.1.50.00,4,120,1,ACTIVO,CORRIENTE,Bienes de Cambio,,Subproductos,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,120,,,,,ACTIVA
1.1.50.12,Anticipo a Proveedores,1.1.50.00,4,121,1,ACTIVO,CORRIENTE,Bienes de Cambio,,Anticipo a Proveedores,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,ANTICIPOS_PROVEEDORES,Compras/Pagos,,121,,,,,ACTIVA
1.1.50.13,(-) Prev. p/ Desvalorización de Mercaderías,1.1.50.00,4,122,1,ACTIVO,CORRIENTE,Bienes de Cambio,,(-) Prev. p/ Desvalorización de Mercaderías,0,,1,1.1.50.00,PREVISION,ACREEDOR,,,,,,,,,,,,,,,,0,0,,,,122,,,,,ACTIVA
1.1.60.00,Otros Activos,1.10.00.00,4,123,0,ACTIVO,CORRIENTE,,Otros Activos,,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,123,,,,,ACTIVA
1.1.60.01,Elementos de Propaganda,1.1.60.00,4,124,1,ACTIVO,CORRIENTE,Otros Activos,,Elementos de Propaganda,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,124,,,,,ACTIVA
1.1.60.02,Materiales de Propaganda,1.1.60.00,4,125,1,ACTIVO,CORRIENTE,Otros Activos,,Materiales de Propaganda,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,125,,,,,ACTIVA
1.1.60.03,Productos de Propaganda y Publicidad,1.1.60.00,4,126,1,ACTIVO,CORRIENTE,Otros Activos,,Productos de Propaganda y Publicidad,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,126,,,,,ACTIVA
1.1.60.04,Insumos,1.1.60.00,4,127,1,ACTIVO,CORRIENTE,Otros Activos,,Insumos,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,127,,,,,ACTIVA
1.1.60.05,Envases,1.1.60.00,4,128,1,ACTIVO,CORRIENTE,Otros Activos,,Envases,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,128,,,,,ACTIVA
1.1.60.06,Muestras Gratis,1.1.60.00,4,129,1,ACTIVO,CORRIENTE,Otros Activos,,Muestras Gratis,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,129,,,,,ACTIVA
1.1.60.07,Inventario de Papelería,1.1.60.00,4,130,1,ACTIVO,CORRIENTE,Otros Activos,,Inventario de Papelería,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,130,,,,,ACTIVA
1.1.60.08,Papelería y Útiles de Escritorio,1.1.60.00,4,131,1,ACTIVO,CORRIENTE,Otros Activos,,Papelería y Útiles de Escritorio,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,131,,,,,ACTIVA
1.1.60.09,Repuestos de Bienes de Uso,1.1.60.00,4,132,1,ACTIVO,CORRIENTE,Otros Activos,,Repuestos de Bienes de Uso,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,132,,,,,ACTIVA
1.1.60.10,Combustibles y Lubricantes,1.1.60.00,4,133,1,ACTIVO,CORRIENTE,Otros Activos,,Combustibles y Lubricantes,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,133,,,,,ACTIVA
1.1.60.11,Stock Insumos de Computación,1.1.60.00,4,134,1,ACTIVO,CORRIENTE,Otros Activos,,Stock Insumos de Computación,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,134,,,,,ACTIVA
1.1.60.12,Stock de Papelería y Útiles de Escritorio,1.1.60.00,4,135,1,ACTIVO,CORRIENTE,Otros Activos,,Stock de Papelería y Útiles de Escritorio,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,135,,,,,ACTIVA
1.20.00.00,ACTIVO NO CORRIENTE,1.00.00.00,4,136,0,ACTIVO,NO_CORRIENTE,,ACTIVO NO CORRIENTE,,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,136,,,,,ACTIVA
1.2.01.00,Créditos por Ventas,1.20.00.00,4,137,1,ACTIVO,NO_CORRIENTE,,,Créditos por Ventas,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,137,,,,Rubro no corriente análogo al activo corriente.,ACTIVA
1.2.02.00,Otros Créditos,1.20.00.00,4,138,0,ACTIVO,NO_CORRIENTE,,Otros Créditos,,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,138,,,,,ACTIVA
1.2.02.01,Deudores Varios,1.2.02.00,4,139,1,ACTIVO,NO_CORRIENTE,Otros Créditos,,Deudores Varios,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,139,,,,,ACTIVA
1.2.02.02,Accionistas,1.2.02.00,4,140,1,ACTIVO,NO_CORRIENTE,Otros Créditos,,Accionistas,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,140,,,,,ACTIVA
1.2.02.03,Gastos Pagados por Adelantado,1.2.02.00,4,141,1,ACTIVO,NO_CORRIENTE,Otros Créditos,,Gastos Pagados por Adelantado,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,141,,,,,ACTIVA
1.2.02.04,Anticipos a Proveedores,1.2.02.00,4,142,1,ACTIVO,NO_CORRIENTE,Otros Créditos,,Anticipos a Proveedores,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,142,,,,,ACTIVA
1.2.02.05,Préstamos al Personal,1.2.02.00,4,143,1,ACTIVO,NO_CORRIENTE,Otros Créditos,,Préstamos al Personal,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,143,,,,,ACTIVA
1.2.02.06,Socio X Cta. Particular,1.2.02.00,4,144,1,ACTIVO,NO_CORRIENTE,Otros Créditos,,Socio X Cta. Particular,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,144,,,,,ACTIVA
1.2.03.00,Bienes de Cambio,1.20.00.00,4,145,1,ACTIVO,NO_CORRIENTE,,,Bienes de Cambio,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,145,,,,Rubro no corriente análogo al activo corriente.,ACTIVA
1.2.04.00,Bienes de Uso,1.20.00.00,4,146,0,ACTIVO,NO_CORRIENTE,,Bienes de Uso,,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,146,,,,,ACTIVA
1.2.04.01,Rodados,1.2.04.00,4,147,1,ACTIVO,NO_CORRIENTE,Bienes de Uso,,Rodados,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,1,1,BIENES_USO_RODADOS,Compras,,147,,,,,ACTIVA
1.2.04.02,Rodados en Tránsito,1.2.04.00,4,148,1,ACTIVO,NO_CORRIENTE,Bienes de Uso,,Rodados en Tránsito,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,148,,,,,ACTIVA
1.2.04.03,Instalaciones,1.2.04.00,4,149,1,ACTIVO,NO_CORRIENTE,Bienes de Uso,,Instalaciones,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,1,1,BIENES_USO_INSTALACIONES,Compras,,149,,,,,ACTIVA
1.2.04.03.1,Instalaciones Industriales,1.2.04.00,5,150,1,ACTIVO,NO_CORRIENTE,Bienes de Uso,,Instalaciones Industriales,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,BIENES_USO_INSTALACIONES,Compras,,150,,,,,ACTIVA
1.2.04.04,Muebles y Útiles,1.2.04.00,4,151,1,ACTIVO,NO_CORRIENTE,Bienes de Uso,,Muebles y Útiles,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,1,1,BIENES_USO_MUEBLES_UTILES,Compras,,151,,,,,ACTIVA
1.2.04.04.1,Muebles y Útiles de Oficina,1.2.04.00,5,152,1,ACTIVO,NO_CORRIENTE,Bienes de Uso,,Muebles y Útiles de Oficina,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,BIENES_USO_MUEBLES_UTILES,Compras,,152,,,,,ACTIVA
1.2.04.05,Maquinarias,1.2.04.00,4,153,1,ACTIVO,NO_CORRIENTE,Bienes de Uso,,Maquinarias,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,1,1,BIENES_USO_MAQUINARIAS,Compras,,153,,,,,ACTIVA
1.2.04.06,Herramientas,1.2.04.00,4,154,1,ACTIVO,NO_CORRIENTE,Bienes de Uso,,Herramientas,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,154,,,,,ACTIVA
1.2.04.07,Implementos Agrícolas,1.2.04.00,4,155,1,ACTIVO,NO_CORRIENTE,Bienes de Uso,,Implementos Agrícolas,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,155,,,,,ACTIVA
1.2.04.08,Útiles de Labranza y Herramientas,1.2.04.00,4,156,1,ACTIVO,NO_CORRIENTE,Bienes de Uso,,Útiles de Labranza y Herramientas,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,156,,,,,ACTIVA
1.2.04.09,Equipos de Computación,1.2.04.00,4,157,1,ACTIVO,NO_CORRIENTE,Bienes de Uso,,Equipos de Computación,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,1,1,BIENES_USO_EQUIPOS_COMPUTACION,Compras,,157,,,,,ACTIVA
1.2.04.10,Equipos Especiales,1.2.04.00,4,158,1,ACTIVO,NO_CORRIENTE,Bienes de Uso,,Equipos Especiales,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,158,,,,,ACTIVA
1.2.04.11,Inmuebles,1.2.04.00,4,159,1,ACTIVO,NO_CORRIENTE,Bienes de Uso,,Inmuebles,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,1,1,BIENES_USO_INMUEBLES,Compras/Contabilidad,,159,,,,,ACTIVA
1.2.04.11.1,Terrenos,1.2.04.00,5,160,1,ACTIVO,NO_CORRIENTE,Bienes de Uso,,Terrenos,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,160,,,,,ACTIVA
1.2.04.11.2,Edificios,1.2.04.00,5,161,1,ACTIVO,NO_CORRIENTE,Bienes de Uso,,Edificios,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,161,,,,,ACTIVA
1.2.04.12,Obras en Construcción,1.2.04.00,4,162,1,ACTIVO,NO_CORRIENTE,Bienes de Uso,,Obras en Construcción,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,162,,,,,ACTIVA
1.2.04.13,Alambrados y Tranqueras,1.2.04.00,4,163,1,ACTIVO,NO_CORRIENTE,Bienes de Uso,,Alambrados y Tranqueras,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,163,,,,,ACTIVA
1.2.04.14,Finca XX,1.2.04.00,4,164,1,ACTIVO,NO_CORRIENTE,Bienes de Uso,,Finca XX,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,164,,,,,ACTIVA
1.2.04.15,Represa,1.2.04.00,4,165,1,ACTIVO,NO_CORRIENTE,Bienes de Uso,,Represa,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,165,,,,,ACTIVA
1.2.04.16,Mobiliario Salón de Ventas,1.2.04.00,4,166,1,ACTIVO,NO_CORRIENTE,Bienes de Uso,,Mobiliario Salón de Ventas,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,166,,,,,ACTIVA
1.2.04.17,Anticipos p/ Compra Bs. de Uso,1.2.04.00,4,167,1,ACTIVO,NO_CORRIENTE,Bienes de Uso,,Anticipos p/ Compra Bs. de Uso,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,167,,,,,ACTIVA
1.2.04.18,Anticipos Compra Inmuebles,1.2.04.00,4,168,1,ACTIVO,NO_CORRIENTE,Bienes de Uso,,Anticipos Compra Inmuebles,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,168,,,,,ACTIVA
1.2.04.19,(-) Amortización Acumulada Cuentas Regularizadoras del Activo,1.2.04.00,4,169,1,ACTIVO,NO_CORRIENTE,Bienes de Uso,,(-) Amortización Acumulada Cuentas Regularizadoras del Activo,0,,1,1.2.04.00,AMORTIZACION_ACUMULADA,ACREEDOR,,,,,,,,,,,,,,,,0,0,,,,169,,,,,ACTIVA
1.2.04.20,(-) Amortización Acum. Bs. de Uso,1.2.04.00,4,170,0,ACTIVO,NO_CORRIENTE,Bienes de Uso,(-) Amortización Acum. Bs. de Uso,,0,,1,1.2.04.00,AMORTIZACION_ACUMULADA,ACREEDOR,,,,,,,,,,,,,,,,0,0,,,,170,,,,,ACTIVA
1.2.04.20.1,(-) Amortización Acum. Instalaciones,1.2.04.20,5,171,1,ACTIVO,NO_CORRIENTE,(-) Amortización Acum. Bs. de Uso,,(-) Amortización Acum. Instalaciones,0,,1,1.2.04.03,AMORTIZACION_ACUMULADA,ACREEDOR,,,,,,,,,,,,,,,,0,0,,,,171,,,,,ACTIVA
1.2.04.20.2,(-) Amortización Acum. Inmuebles,1.2.04.20,5,172,1,ACTIVO,NO_CORRIENTE,(-) Amortización Acum. Bs. de Uso,,(-) Amortización Acum. Inmuebles,0,,1,1.2.04.11,AMORTIZACION_ACUMULADA,ACREEDOR,,,,,,,,,,,,,,,,0,0,,,,172,,,,,ACTIVA
1.2.04.20.3,(-) Amortización Acum. Rodados,1.2.04.20,5,173,1,ACTIVO,NO_CORRIENTE,(-) Amortización Acum. Bs. de Uso,,(-) Amortización Acum. Rodados,0,,1,1.2.04.01,AMORTIZACION_ACUMULADA,ACREEDOR,,,,,,,,,,,,,,,,0,0,,,,173,,,,,ACTIVA
1.2.04.21,(-) Prev. p/ Desvalorización Bs. de Uso,1.2.04.00,4,174,1,ACTIVO,NO_CORRIENTE,Bienes de Uso,,(-) Prev. p/ Desvalorización Bs. de Uso,0,,1,1.2.04.00,PREVISION,ACREEDOR,,,,,,,,,,,,,,,,0,0,,,,174,,,,,ACTIVA
1.2.05.00,Participación Permanente en Otras Empresas,1.20.00.00,4,175,0,ACTIVO,NO_CORRIENTE,,Participación Permanente en Otras Empresas,,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,175,,,,,ACTIVA
1.2.05.01,Participación XX S.A.,1.2.05.00,4,176,1,ACTIVO,NO_CORRIENTE,Participación Permanente en Otras Empresas,,Participación XX S.A.,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,176,,,,,ACTIVA
1.2.05.02,Participación Única S.A. Control,1.2.05.00,4,177,1,ACTIVO,NO_CORRIENTE,Participación Permanente en Otras Empresas,,Participación Única S.A. Control,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,177,,,,,ACTIVA
1.2.05.03,Jujuy Sociedad Controlada,1.2.05.00,4,178,1,ACTIVO,NO_CORRIENTE,Participación Permanente en Otras Empresas,,Jujuy Sociedad Controlada,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,178,,,,,ACTIVA
1.2.05.04,Acciones Vinculadas,1.2.05.00,4,179,1,ACTIVO,NO_CORRIENTE,Participación Permanente en Otras Empresas,,Acciones Vinculadas,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,179,,,,,ACTIVA
1.2.05.05,Acciones a Recibir,1.2.05.00,4,180,1,ACTIVO,NO_CORRIENTE,Participación Permanente en Otras Empresas,,Acciones a Recibir,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,180,,,,,ACTIVA
1.2.06.00,Otras Inversiones,1.20.00.00,4,181,0,ACTIVO,NO_CORRIENTE,,Otras Inversiones,,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,181,,,,,ACTIVA
1.2.06.01,Inmuebles p/ Alquiler,1.2.06.00,4,182,1,ACTIVO,NO_CORRIENTE,Otras Inversiones,,Inmuebles p/ Alquiler,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,182,,,,,ACTIVA
1.2.06.02,Inmuebles en Alquiler,1.2.06.00,4,183,1,ACTIVO,NO_CORRIENTE,Otras Inversiones,,Inmuebles en Alquiler,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,183,,,,,ACTIVA
1.2.06.03,Muebles p/ Alquiler,1.2.06.00,4,184,1,ACTIVO,NO_CORRIENTE,Otras Inversiones,,Muebles p/ Alquiler,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,184,,,,,ACTIVA
